#chrom	start	end	H3K9me3_RPKM	H3K36me3_RPKM	H3K4me1_RPKM	POU5F1_RPKM	H3K27me3_RPKM	NANOG_RPKM	CTCF_RPKM	H3K4me3_RPKM	strength	border_fpkm	size	E1	interaction	border_fpkm	inner_fpkm
chr1	79760000	80120000	1.9096453467741925	1.194153196878751	0.7618283415366155	0.6771985180072025	0.6654080642256893	0.6867421476590629	0.7628823529411759	2.4194334213685504	0.22789452941831026	25.655	360000	-0.17539	0.0038726349333333336	33.32666666666666	25.04
chr1	80160000	81280000	0.7566475656868616	0.3583590731853637	0.2726339940011991	0.6317909142171559	0.7378764847030591	0.6398339340131971	0.9846380846325162	0.3284708968206355	0.471480527723596	0.2250000000000002	1120000	-0.28569	0.0007701310666666667	0.2575	4.827083333
chr1	81320000	83080000	0.5852281577432342	0.259577640184226	0.2565651473805408	0.6279948382268279	0.7356891819228565	0.8023341807714454	0.6226977547495682	0.2576151606217614	0.12679950394038722	0.14	1760000	-0.22159	0.0006821174666666667	0.0	6.299722222
chr1	83120000	83680000	0.6661108005934707	0.32140343560830925	0.20968904332344185	0.6510243869436199	0.8268412089020782	0.7905193637982199	0.7101364985163212	0.3912387032640946	0.12610081128952447	0.0033333333333333353	560000	-0.27791	0.0028542049333333333	0.0	0.035
chr1	83720000	84960000	0.3207550340386384	1.8690052502299888	0.17695722405929282	0.5823641790193841	0.5849806088939562	0.5787813044469783	0.7715404789053582	0.19299107069555232	1.7669853596491958	0.0	1240000	0.09092	0.0003929829666666667	0.0	19.62291667
chr1	85000000	85600000	0.2565009016042779	2.4367701710421628	0.02733052267303101	0.0949005473349243	0.13055498727128104	0.08813167382657125	0.09262052505966577	0.04949408989657916	0.09768857649456544	3.235	600000	-0.25504	0.0015403383333333334	3.2225	2.8596875
chr1	85640000	86040000	0.6677329149072281	2.3817042258477263	2.164706284708892	0.8332386474728097	2.045935355726171	0.9673690940499052	1.153239923224568	3.4592635227127344	0.1798853600121758	52.331666666666834	400000	0.66268	0.0013072351666666667	49.3525	4.01
chr1	86080000	86360000	0.4149058990536268	4.6212142843315185	1.5839109652996846	0.8499157268138801	1.4388867104100944	0.9577585564668784	1.7022321766561506	2.0349974700315507	0.3258757608960071	0.8333333333333323	280000	1.28532	0.0039202113666666665	1.6250000000000002	112.99125
chr1	86400000	87120000	2.7024409250700248	0.7044071288515409	3.006519696139475	0.8329825709838109	4.486441011904768	0.9014457247820692	1.5472528019925262	1.944561407563028	0.3319919826514819	0.5055555555555555	720000	0.99983	0.0012747056	0.585	108.385
chr1	87160000	88240000	7.042593373384032	9.475010439543732	3.73062172243346	2.7857880235741415	3.7400117984790895	3.1886398326996246	2.8241885931558888	5.159552812927747	0.5497483393773065	13.57111111111111	1080000	0.87246	0.0005262466	13.545000000000002	11.38444444
chr1	88280000	89600000	2.134949228628228	2.399163869135798	0.9764242968853571	1.5083519622266426	2.162448035122594	1.6549440291583857	2.6317773359840917	0.9362235964214696	0.5513236059884408	0.0	1320000	0.73182	0.0004896976333333334	0.0	6.641153846
chr1	89640000	89960000	0.857607933804626	2.0475474242235983	1.4938382377892023	0.8333513830334192	3.7483378496143995	0.9714779794344478	1.4420608695652142	1.7898128374036024	0.3907552732411893	0.12	320000	0.92103	0.005343729966666666	0.085	4.558571429
chr1	90000000	90600000	0.8935861000000009	2.31990115947712	0.8256481601307216	0.9858288173316709	1.6727445953865319	1.0581446109725698	1.288174563591021	1.6714676496732035	0.39983324376069096	60.27	600000	0.66609	0.003814838033333333	62.555	0.3207142857
chr1	90640000	91360000	1.0346518282828288	4.463420065615146	1.7369888668769666	0.8395187438485807	1.3325009518716573	0.93748229274448	0.9830914826498408	2.3514487892744524	0.7245638815834434	13.175555555555542	720000	0.73453	0.0012219416666666666	0.0	5.783333333
chr1	91400000	92880000	0.7140996932245901	1.0825150631510414	2.1564718313802023	0.8776694316406268	2.820535982434129	1.0180968815104177	1.0921640624999989	3.4848490384114617	0.4995632509529177	9.763333333333334	1480000	0.88391	0.0009635257666666666	16.065	17.08285714
chr1	92920000	97720000	0.6179556776602341	2.410973435838145	1.141496307405104	0.8805234181705045	1.5709372047293086	0.89476754822651	1.0173827006845049	1.8325622943372784	0.2886418323336825	7.9558333333333415	4800000	0.01614		8.662500000000001	14.60177083
chr1	97760000	100480000	0.7643027540322572	0.8832088546228696	1.0525344008515838	0.6141488424574207	0.35957509965437817	0.5680609598540141	0.6024854014598542	2.44452345316302	0.3507457247978078	9.353333333333346	2720000	-0.38914	0.0002883716666666667	8.568333333333333	2.977307692
chr1	100520000	102440000	1.1565130184414054	0.345615945865557	0.11665132895522401	0.5322986716417909	0.3125824515169546	0.5087903725373129	0.5958703152885187	0.25953079060083245	0.2605932538140671	0.0	1920000	-0.30791	0.0005894568666666666	0.0	1.1875
chr1	102480000	103800000	0.40699475526024265	0.17220121428571425	0.1063816375617794	0.4945049767441856	0.256978093576966	0.4961698826135102	0.4585813953488374	0.18907340307523304	0.7131226267724937	0.0	1320000	-0.41555	0.0011722843666666666	0.0	.
chr1	103840000	104920000	0.6011067131428561	0.27275158171428626	0.15663995885714302	0.6299354754285716	0.5056880171428565	0.6125122559999997	0.6661199999999995	0.2528309085714281	0.19957009711525386	0.0	1080000	-0.49997	0.0015467121999999999	0.0	0.0725
chr1	104960000	106400000	1.0917168713188221	0.3595482375160057	0.3740830071243516	0.5956863482714471	0.8157302519430045	0.5923636308290156	0.7321766965428944	0.4630065181347147	0.19424847615925772	0.11	1440000	0.08078	0.0009513416666666667	0.14750000000000002	4.3196875
chr1	106440000	107520000	1.120009341433779	0.3741428979343867	0.2550958286755762	0.5850112047387604	0.5012996202916153	0.6914112952612395	0.5935370595382751	0.3380611840826241	0.16701473578733098	0.0	1080000	-0.25063	0.0007753036666666666	0.0	4.2
chr1	107560000	108840000	1.1569247449039026	0.25755889167152063	0.20954985435267814	0.5009761333705354	0.4029427885044637	0.5378134229910708	0.5801250000000001	0.24373665346534626	0.3100802151938601	0.876666666666667	1280000	-0.43844	0.0013963675333333331	0.385	0.1833333333
chr1	108880000	110000000	0.3405378599999997	0.16328206888888855	0.06401699777777775	0.50940779	0.22493312550842545	0.3877563988888884	0.41307000000000027	0.1369654083333333	0.6931422032072242	0.0	1120000	-0.46983	0.0011765918	0.0	0.005
chr1	110040000	111600000	0.5673444962917176	0.2588142843016069	0.10896487824474667	0.4539138300370831	0.16152358096415328	0.3627658871915386	0.4244171562867213	0.18724069530284276	0.7305412463189445	0.0	1560000	-0.44011	6.4022e-05	0.0	0.06166666667
chr1	111640000	112440000	0.8622902177419369	0.3061362115384625	0.16664562965260565	0.4705561755583125	0.2808641048387101	0.4693338709677414	0.6558461538461531	0.21646384305210864	0.35940598652716904	0.0	800000	-0.42478	0.0015676479666666668	0.0	0.8883333333
chr1	112480000	116520000	0.6949301596916285	0.21907752345958206	0.11368951384963265	0.4546714223568282	0.28333427642736064	0.4764112707744478	0.4567054833239119	0.18698581345392826	0.6396538388901243	0.0	4040000	-0.45111	0.00023907986666666663	0.0	3.935
chr1	116560000	117560000	1.409485628859482	0.3853247139256465	0.09591676944917672	0.5498803583191358	0.3447159392390685	0.5603778444065868	0.4996831345826232	0.25858913988657783	0.1464493244339906	0.0	1000000	-0.44662	0.0009799907	0.0	.
chr1	117600000	118280000	1.1030214101382492	2.9744577061298068	0.7912752139423094	0.7702472367788469	0.6767152542067295	0.7805005444711539	0.6549627403846151	2.1499419122596173	2.088002636813701	112.616666666667	680000	-0.25948	0.0015979372666666666	0.0	0.08833333333
chr1	118320000	119960000	0.6169094333740818	3.16192928092627	1.9684776569165097	0.7599765641809292	1.8337090305623451	0.8511736503667495	0.9692504570383904	2.4035445082266946	0.6800599488265605	29.32833333333335	1640000	0.87170	0.0004232378	26.950000000000003	6.050217391
chr1	120000000	120520000	0.6883082859744974	0.4250991493624777	1.1753953523153962	0.7552689380475596	2.8954403748435573	0.9648732040050072	1.2389211514392973	0.8236268147684582	0.07921172767488187	0.12666666666666698	520000	0.70686	0.0029996874999999993	0.14	40.93714286
chr1	120560000	121560000	1.5474374636118609	1.6495289777777786	1.0976909353099742	0.6613042580862527	2.964287978436664	0.7110918975741235	0.8439622641509427	1.6730274584126987	1.2081039817300614	0.0	1000000	0.23773	0.0008573258333333333	0.0	11.4185
chr1	121600000	122920000	0.9158448766687856	0.3817618304289556	0.2041938438337796	0.5818261659249843	0.7049437832167834	0.6078828175460902	0.8214431023521934	0.3089827587131363	0.482208104265545	0.0	1320000	-0.34395	0.00048783089999999995	0.0	.
chr1	122960000	124680000	0.5352596313364049	0.2311164953917056	0.0931967877192983	0.5293147152046781	0.4687250736842097	0.4706573732718889	0.6318629032258061	0.2528696210526312	0.20530172838153726	0.0	1720000	-0.45253	0.0005092277666666667	0.0	0.015
chr1	124720000	125320000	4.264223342878677	0.7434268168801812	0.08317333799664238	0.6088731273549358	0.5353558507912584	0.611446672192916	0.5769223813112275	0.6595685493594566	0.4836555832921521	0.0	600000	-0.38282	0.0031171947666666666	0.0	0.025
chr1	125360000	126960000	1.652200135135134	1.2053367700369917	0.3752150024660906	0.6823325867867872	0.729919785585584	0.6966921441441446	0.8982450450450449	0.3796921933933937	0.4424511596582696	122.433333333333	1600000	-0.04046	0.0005106090000000001	117.63	25.268
chr1	127000000	127440000	0.8504265074096029	1.1576914596725274	0.7683802086112798	0.7201267434808981	0.8249518992294022	0.8116754251061247	0.7878629472407517	0.4363366434202543	0.08763780670048538	0.0	440000	0.34540	0.005659710999999999	0.0	0.945
chr1	127480000	127760000	1.0001284270769233	2.345340429095351	2.9489084407090447	0.8725825641809298	0.8737932990769234	0.8310672053789735	1.3089784615384614	4.036888645476779	0.21862303342906128	7.9166666666666785	280000	0.54208	0.0066996771333333325	7.426666666666667	1.71375
chr1	127800000	128840000	0.9160550251872022	1.654989068753834	1.3744313158611314	0.8059718146101911	0.8281439053778069	0.95904502394107	0.9576206261510132	0.7362812770592234	0.9412509934898932	10.428333333333349	1040000	0.48280	0.0006120478333333333	9.65	30.52428571
chr1	128880000	130440000	3.029257198992447	0.6535244927536233	0.5811489159420284	0.6178397411838776	0.5483904156171276	0.6626168639798488	0.5794836272040302	0.8223522782608668	1.4822958642861102	3.520833333333341	1560000	-0.32072	0.0006901423	0.0	2.102222222
chr1	130480000	131080000	0.8443933110389599	0.678123224137931	1.2714728703703724	0.8415372254150707	3.2879893812260623	0.9589970025542788	1.0761226053639834	1.9422309744572188	0.18869017884886707	0.0	600000	0.27709	0.0017142305333333332	0.0	3.13
chr1	131120000	131880000	1.1421227605263171	3.757337054605267	4.242207027690375	0.9066495703947374	0.4427595013157887	1.2991775091252376	1.1703907894736827	4.762151785526312	1.1515128717037582	53.08166666666665	760000	0.87999	0.0013181272	53.402499999999996	9.197105263
chr1	131920000	132480000	0.4718176067344346	5.275235219135811	2.3808752522236305	0.9128916912325288	1.2326242471410418	0.9675746759847528	0.9918297331639124	0.8182635819567959	0.13037107498450895	39.91833333333334	560000	1.14533	0.0018433797666666668	38.727500000000006	7.621315789
chr1	132520000	133000000	0.5463639092715218	3.9308034111389234	2.80360002190238	0.8577610682119204	2.3950345450331114	0.9842963099337764	1.2022847682119189	4.911051348560701	0.3887981466626249	28.965000000000014	480000	1.04124	0.0014864300333333337	25.1175	9.341666667
chr1	133040000	133640000	0.4753847602648998	4.506875868636081	3.806259510596028	0.9716225078566938	2.09519790463576	1.0810493551225644	1.1131112582781455	5.395830985543686	0.26615273934447525	13.204166666666675	600000	0.97710	0.0014344360666666666	12.825	38.438125
chr1	133680000	134080000	0.6886255220492857	0.9930322396694196	3.722164776264589	0.9943117126509852	2.067233925421529	1.129234358550543	1.1335727908455169	2.156399161478603	0.1750021527220092	1.9783333333333335	400000	0.88544	0.0038191771999999996	2.1799999999999997	7.758333333
chr1	134120000	134360000	1.2930622416356874	0.7264195495662941	1.842950798636924	0.8347970006195792	1.3006400853902598	0.9421896220570021	1.480591060707137	2.642949692688976	0.2487296501582809	31.27333333333335	240000	0.90291	0.003701534666666667	33.03	11.11928571
chr1	134400000	134600000	0.36364777291666667	9.414014332903221	5.357279704861115	1.006051018064517	0.3714561154838713	1.1928256103225827	1.1533374999999992	5.391403456249992	0.12146101517460432	57.493333333333304	200000	0.94733	0.008780001966666666	61.515	23.66333333
